ID,Year_of_Birth,Education_Level,Marital_Status,Disposable_Income,No_of_Kids_in_home,No_of_Teen_in_home,Date_Customer,Recency,Discounted_Purchases,WebPurchases,CatalogPurchases,StorePurchases,Amount_on_Wines,Amount_on_Fruits,Amount_on_MeatProducts,Amount_on_FishProducts,Amount_on_SweetProducts,Amount_on_GoldProds,WebVisitsMonth,Cmp3Accepted,Cmp4Accepted,Cmp5Accepted,Cmp1Accepted,Cmp2Accepted,Any_Complain,Response
ID_HP78EHN7,1960,PhD,Widow,81343.2,0,0,07-12-2013,7,1,3,6,6,436,85,441,80,20,102,1,0,0,0,0,0,0,1
ID_1T6GLBP9,1976,Graduation,Single,39898.8,1,0,20-02-2013,18,2,2,1,3,11,13,21,19,14,42,6,0,0,0,0,0,0,0
ID_9TSG9JLK,1960,Graduation,Married,78037.2,0,1,17-03-2013,36,4,10,3,13,263,110,291,84,37,86,7,0,0,0,0,0,0,0
ID_LAY1SGV9,1951,Graduation,Together,32643.6,1,1,06-08-2012,99,2,1,1,2,18,5,21,4,0,24,8,0,0,0,0,0,0,0
ID_S6F3VWTL,1961,Graduation,Together,75368.4,0,1,31-08-2012,90,3,5,3,12,531,31,135,10,21,99,5,0,0,0,0,0,0,0
ID_R32UV4V0,1959,2n Cycle,Single,46489.2,1,1,30-03-2014,67,2,2,0,3,12,13,17,8,6,13,7,0,0,0,0,0,0,0
ID_HW5IF57H,1958,Graduation,Together,60139.2,1,1,20-06-2014,75,2,1,0,4,59,3,10,0,0,2,5,0,1,0,0,0,0,0
ID_GHVWH6QK,1973,Master,Divorced,45312.0,1,0,11-08-2013,61,1,2,0,3,31,6,13,2,10,0,6,0,0,0,0,0,0,0
ID_YW83LN54,1980,Graduation,Married,44137.2,1,0,10-04-2014,23,1,2,1,2,34,4,17,0,3,13,8,0,0,0,0,0,0,1
ID_FJONFMXA,1977,Graduation,Married,78798.0,0,1,02-12-2013,84,1,5,10,8,230,165,387,106,36,29,3,0,0,0,0,0,0,0
ID_CXUTWVA7,1957,Graduation,Divorced,26764.8,0,0,04-08-2012,98,1,1,0,2,8,5,7,0,4,2,8,0,0,0,0,0,0,0
ID_2TB7FSNU,1974,Graduation,Married,38760.0,1,0,03-01-2013,8,1,1,0,3,18,6,6,6,5,6,8,0,0,0,0,0,0,0
ID_MSWHW9QL,1975,PhD,Single,47028.0,1,0,26-04-2014,98,2,2,1,4,73,11,18,19,8,12,5,0,0,0,0,0,0,0
ID_SHRKNK1S,1979,Graduation,Single,9000.0,1,1,27-12-2012,12,4,2,1,3,11,8,4,13,4,25,6,0,0,0,0,0,0,0
ID_VIUX07W2,1978,Graduation,Together,799999.2,1,0,02-06-2013,30,4,3,1,3,14,17,18,8,1,12,6,0,0,0,0,0,0,0
ID_NVP77DNF,1977,PhD,Married,66508.8,0,1,25-11-2012,13,4,7,5,9,467,64,184,10,53,107,6,1,0,0,0,0,0,1
ID_GUGG5E04,1976,Graduation,Single,40746.0,1,0,09-08-2013,99,4,5,1,5,105,5,128,23,7,10,8,0,0,0,0,0,0,0
ID_9FUU6WGF,1975,Graduation,Together,68058.0,0,0,05-12-2012,59,1,7,3,4,263,108,239,237,172,9,4,0,0,0,0,0,0,0
ID_HYNJGIN8,1950,PhD,Married,96432.0,0,0,03-03-2013,63,2,4,4,5,1498,89,454,112,43,43,2,0,1,1,1,0,0,0
ID_ROY6LG8Z,1951,Graduation,Divorced,98952.0,0,0,02-12-2013,85,1,5,3,6,260,50,573,52,32,15,1,0,0,0,0,0,0,0
ID_NPCC73T4,1968,Graduation,Married,27088.8,2,1,28-10-2013,35,2,2,0,3,30,3,8,2,0,2,7,0,0,0,0,0,0,0
ID_WC6BKYXZ,1978,Graduation,Together,116251.2,0,0,06-08-2013,86,1,7,7,9,913,46,735,40,194,21,2,0,1,1,1,0,0,1
ID_UPFF332U,1966,Graduation,Married,57607.2,1,1,09-06-2014,62,1,1,0,3,28,3,11,3,2,2,6,0,0,0,0,0,0,0
ID_O5EJ42L2,1976,PhD,Married,43995.6,1,0,25-04-2014,47,1,1,1,3,23,3,6,3,3,5,2,0,0,0,0,0,0,0
ID_QGA9ASH8,1949,Graduation,Single,109010.4,0,0,29-07-2013,64,1,4,9,13,779,73,118,182,187,93,1,0,0,0,0,0,0,0
ID_3ML94J1D,1969,Graduation,Together,92858.4,0,1,07-01-2014,43,2,5,7,12,496,51,231,112,105,134,1,0,0,1,0,0,0,0
ID_J5YP1SN3,1974,Graduation,Married,95511.6,0,0,12-05-2014,77,1,5,6,7,355,63,568,110,133,145,2,0,0,1,0,0,0,0
ID_PTVFOYUT,1952,Graduation,Single,58908.0,0,1,19-07-2013,52,3,7,2,9,499,8,82,7,0,100,7,0,0,0,0,0,0,0
ID_7UKXKVZ3,1993,Master,Together,51204.0,0,0,27-04-2013,19,1,4,2,4,159,5,46,20,4,15,4,0,0,0,0,0,0,0
ID_LT0M3ZV5,1977,Graduation,Together,61642.8,0,1,25-10-2012,91,2,8,2,4,302,10,79,0,11,182,8,0,0,0,0,0,0,0
ID_1YPRR38Y,1979,2n Cycle,Together,46442.4,1,0,01-08-2013,78,2,3,0,4,18,14,24,13,8,40,6,0,0,0,0,0,0,0
ID_RZOJELOA,1972,Master,Married,68220.0,0,1,23-03-2014,90,1,1,1,3,39,4,19,2,7,0,2,0,0,0,0,0,0,0
ID_ZX033K5B,1980,Graduation,Together,41220.0,1,0,19-10-2013,88,1,1,0,3,21,6,15,2,1,11,7,0,0,0,0,0,0,0
ID_XKAN1CGE,1978,PhD,Married,83266.8,0,1,28-09-2012,24,1,7,2,12,427,10,238,69,46,15,4,0,0,0,0,0,0,0
ID_7TJZ8RDD,1973,Master,Married,68563.2,1,1,09-07-2013,55,9,5,2,10,311,8,109,21,109,92,6,0,0,0,0,0,0,0
ID_HTOSYM4E,1953,Graduation,Divorced,59565.6,0,1,19-04-2014,78,1,1,0,3,23,13,3,3,5,0,2,0,0,0,0,0,0,0
ID_9FN6RQPN,1986,Graduation,Single,87483.59999999999,0,0,29-10-2013,81,1,7,5,8,1072,141,750,0,19,39,4,0,1,1,1,0,0,1
ID_730FGQ1H,1978,2n Cycle,Single,38253.6,0,1,22-06-2014,14,1,1,0,4,28,7,5,10,5,23,3,0,0,0,0,0,0,0
ID_9EOFM8K9,1971,2n Cycle,Married,18378.0,0,0,03-08-2013,34,2,2,0,4,12,7,13,15,8,17,5,0,0,0,0,0,0,0
ID_SZJ1EM16,1974,2n Cycle,Married,42825.6,2,1,22-08-2012,101,7,4,1,4,78,6,90,12,1,32,8,0,0,0,0,0,0,0
ID_4XO0SSVH,1983,Graduation,Together,48574.8,1,0,17-08-2013,102,1,0,0,3,10,3,8,2,0,0,4,0,0,0,0,0,0,0
ID_9OPB5SVA,1977,Master,Married,98314.8,1,0,29-09-2012,67,2,4,4,10,1491,58,278,49,0,185,6,1,0,1,0,0,0,1
ID_3IPT0UY6,1976,Graduation,Divorced,100594.8,0,0,08-10-2013,85,0,4,7,6,902,164,430,186,161,27,1,1,0,1,1,0,0,1
ID_L91ZBX3C,1970,Graduation,Together,46033.2,1,0,27-12-2013,81,3,3,1,3,44,3,56,20,8,14,7,0,0,0,0,0,0,0
ID_2G5ES8LX,1959,Master,Together,50778.0,0,1,12-07-2013,97,3,1,4,4,72,18,80,17,11,80,3,0,0,0,0,0,0,0
ID_WHY9BLYQ,1973,Graduation,Married,78822.0,0,1,29-03-2014,61,1,9,2,9,647,17,49,0,7,57,5,0,0,0,0,0,0,0
ID_36I2ZP7V,1969,Master,Divorced,49602.0,1,0,26-12-2013,31,3,4,1,4,117,22,21,16,14,5,7,0,0,0,0,0,0,0
ID_C39NG5X7,1971,PhD,Married,96403.2,0,0,09-09-2013,19,1,2,9,13,214,22,456,160,142,66,1,0,0,0,0,0,0,0
ID_KF1X2KGK,1968,PhD,Divorced,34104.0,1,0,24-12-2013,43,1,1,0,2,9,5,5,2,0,0,6,0,0,0,0,0,0,0
ID_5M75C5KR,1988,2n Cycle,Married,36468.0,0,0,02-09-2013,12,1,2,0,3,15,15,12,25,1,20,6,0,0,0,0,0,0,0
ID_9RYKS0J7,1978,PhD,Married,74395.2,0,1,31-01-2013,34,3,6,4,8,1055,15,144,0,0,24,5,0,1,0,1,1,0,1
ID_02MUW7CX,1983,Graduation,Married,95889.6,0,0,05-04-2013,37,1,5,6,7,562,132,761,29,185,111,2,0,0,1,0,0,0,0
ID_BRDJHQA5,1977,Master,Together,45010.8,1,0,12-09-2012,31,2,3,0,4,42,8,56,12,8,5,7,0,0,0,0,0,0,0
ID_239RRS5E,1979,Graduation,Married,85712.4,2,0,12-03-2014,33,2,8,2,8,217,126,177,15,64,23,4,0,0,0,0,0,0,0
ID_L7JR9EI8,1965,PhD,Married,78631.2,0,1,11-04-2014,29,1,4,4,8,402,22,69,12,0,9,2,0,0,0,0,0,0,0
ID_9QP77V07,1992,Graduation,Married,61647.6,0,0,22-06-2013,44,1,3,5,3,88,5,101,64,26,117,4,0,0,0,0,0,0,0
ID_GNA8ZX7D,1987,2n Cycle,Together,24589.2,0,0,25-01-2013,23,1,0,1,2,10,7,5,4,2,10,7,0,0,0,0,0,0,0
ID_X4SGVHW6,1991,Graduation,Married,21866.4,0,0,31-12-2012,77,1,2,0,3,17,7,19,12,6,14,8,0,0,0,0,0,0,0
ID_NZCWP27M,1977,Graduation,Married,68326.8,0,1,18-09-2013,26,2,3,3,10,261,37,103,90,29,49,3,0,0,0,0,0,0,0
ID_NS4MJXX0,1971,Graduation,Single,40436.4,1,0,15-09-2013,41,1,1,0,2,9,6,7,0,3,11,7,1,0,0,0,0,0,0
ID_OI25JP5W,1973,2n Cycle,Single,78844.8,0,0,13-10-2013,25,1,2,10,10,284,175,74,38,8,246,1,0,0,0,0,0,0,0
ID_BDXN1DB8,1948,Master,Together,93711.6,0,0,11-12-2013,60,1,4,7,5,373,35,639,13,43,10,1,0,0,0,0,0,0,0
ID_KCZ5NUS2,1960,Graduation,Divorced,62798.4,0,0,28-08-2013,70,1,3,2,6,217,8,33,7,0,2,4,0,1,0,0,0,0,0
ID_TM48PFMO,1950,PhD,Divorced,43135.2,1,1,27-09-2013,31,1,0,0,3,13,3,3,0,0,0,5,0,0,0,0,0,0,0
ID_V82D7WXZ,1969,Graduation,Together,48625.2,1,1,05-04-2013,89,1,0,1,2,17,3,5,0,0,4,5,0,0,0,0,0,0,0
ID_O11JOROK,1953,Graduation,Together,90333.6,0,0,29-01-2013,24,1,6,3,13,309,101,230,150,74,74,3,0,0,0,0,0,0,0
ID_M62LJN79,1971,Graduation,Together,63824.4,1,0,26-10-2013,73,2,4,1,6,216,5,30,7,7,10,5,0,0,0,0,0,0,0
ID_5NVN9YSV,1948,Graduation,Together,89382.0,0,0,24-08-2013,65,1,6,7,12,504,152,815,173,49,49,3,0,0,0,0,0,0,0
ID_9F2QD7G7,1953,PhD,Single,74400.0,0,1,25-08-2013,32,1,6,6,13,904,3,101,0,0,20,4,0,0,0,1,0,0,0
ID_DSNTH5W1,1982,2n Cycle,Single,50874.0,1,1,04-04-2014,42,4,3,1,4,53,16,57,24,15,25,7,0,0,0,0,0,0,0
ID_MZTG5ACA,1978,PhD,Divorced,41384.4,1,1,06-09-2012,101,3,3,0,3,24,21,33,24,1,8,9,0,0,0,0,0,0,0
ID_VT8PX4B0,1979,2n Cycle,Married,31468.8,1,0,04-06-2013,46,3,2,1,3,9,10,15,13,9,15,6,0,0,0,0,0,0,0
ID_98UY5TKX,1978,Graduation,Married,50416.8,1,0,17-08-2012,63,6,7,1,6,249,18,108,4,15,50,8,0,0,0,0,0,0,1
ID_LCB3LMI7,1990,Graduation,Single,36334.8,1,0,30-12-2012,20,1,1,0,3,15,7,14,4,4,1,8,0,0,0,0,0,0,0
ID_RBW4S1C3,1960,PhD,Divorced,82566.0,0,1,17-09-2013,80,1,3,1,7,187,5,49,17,13,20,2,0,0,0,0,0,0,0
ID_G7SXDFTK,1972,2n Cycle,Married,93649.2,0,0,16-12-2012,100,1,4,4,9,487,38,553,72,160,17,2,0,0,0,0,0,0,0
ID_6FQ2Y3KN,1983,Graduation,Married,75853.2,0,0,02-11-2012,10,2,3,8,7,150,196,459,205,26,145,2,0,0,0,0,0,0,1
ID_1R9EIJZ0,1981,Basic,Married,19206.0,1,0,14-08-2012,76,3,2,1,2,6,6,2,20,30,47,8,0,0,0,0,0,0,0
ID_WTTRDQ6I,1991,Graduation,Married,22714.8,0,0,16-02-2013,22,1,1,0,4,37,3,8,23,4,18,6,0,0,0,0,0,0,0
ID_AR8HHV9L,1984,PhD,Married,40282.8,1,0,16-10-2013,17,1,1,1,2,21,5,18,3,0,24,8,1,0,0,0,0,0,1
ID_MN71APN9,1986,Master,Married,24670.8,1,0,12-03-2013,95,2,2,0,3,18,4,29,3,0,7,8,0,0,0,0,0,0,0
ID_V3OY1TAQ,1970,Master,Together,79771.2,0,1,04-12-2013,87,2,6,8,10,747,31,152,25,9,57,4,0,0,0,0,0,0,0
ID_E2QNCJ0X,1976,Graduation,Married,91281.6,0,1,29-11-2012,74,1,2,3,4,1120,15,128,33,12,76,6,0,1,0,0,1,0,0
ID_GUK2EVT9,1971,Graduation,Together,80902.8,0,1,16-01-2013,36,4,9,4,8,851,87,352,91,56,42,5,0,0,0,0,0,0,0
ID_SJS4TBMF,1981,2n Cycle,Single,81007.2,0,1,02-01-2014,80,1,4,1,6,95,41,67,33,36,67,3,0,0,0,0,0,0,0
ID_LCMU46DE,1959,PhD,Single,86029.2,0,0,17-03-2014,7,1,4,7,5,341,133,411,240,32,43,2,0,0,0,0,0,0,1
ID_88SWEQOC,1953,Graduation,Married,42844.8,1,1,03-01-2014,61,3,2,0,4,35,12,12,2,11,30,4,0,0,0,0,0,0,0
ID_FT0KHVXX,1991,Graduation,Single,116211.6,0,0,23-04-2013,67,1,6,11,10,453,74,951,40,17,17,2,0,0,1,0,0,0,1
ID_CKGTUWF3,1966,Graduation,Married,97401.6,0,0,07-05-2014,91,1,6,4,7,415,3,592,147,22,22,3,0,0,0,1,0,0,0
ID_GSCMSWIR,1974,PhD,Married,44881.2,1,0,06-05-2014,21,2,2,0,3,24,6,19,3,1,3,7,0,0,0,0,0,0,0
ID_BG6UIL1G,1968,PhD,Single,63082.8,0,1,05-04-2014,61,1,2,0,4,90,3,3,0,0,7,3,0,0,0,0,0,0,0
ID_1K24JBYQ,1947,Master,Married,80202.0,0,0,28-09-2013,28,1,6,4,13,625,29,195,34,17,141,2,0,0,0,0,0,0,0
ID_VZ4LIE72,1967,Graduation,Together,84855.59999999999,0,1,03-12-2012,30,6,5,6,8,741,117,279,82,76,190,3,0,0,0,0,0,0,0
ID_9L1QA5W3,1974,PhD,Together,24512.4,1,0,24-03-2014,70,1,1,0,2,10,3,4,0,0,1,8,0,0,0,0,0,0,0
ID_QP51VU23,1965,Master,Single,69969.59999999999,0,1,12-01-2013,84,4,2,6,3,696,3,69,10,0,130,8,0,0,0,0,0,0,0
ID_AL13BZIX,1985,Graduation,Married,66520.8,1,0,05-10-2013,28,3,5,3,13,243,118,215,169,69,76,4,0,0,0,0,0,0,0
ID_O13VH1W1,1982,Master,Together,93458.4,0,0,30-04-2014,36,1,3,3,5,73,132,396,188,22,15,1,0,0,0,0,0,0,0
ID_I8XSGZVC,1965,Graduation,Married,70214.4,0,1,19-09-2013,32,5,3,4,8,900,13,101,13,0,152,8,0,0,0,0,0,0,0
ID_CW9BWDOH,1956,PhD,Married,70178.4,0,1,12-03-2014,66,2,7,4,9,581,10,115,19,7,7,6,0,1,0,0,0,0,0
ID_8X6UOTWK,1944,Master,Married,78087.59999999999,0,0,20-08-2013,72,1,5,3,5,634,20,177,69,0,8,2,0,0,0,0,0,1,0
ID_47WA4EZ8,1993,Basic,Married,20707.2,1,0,23-11-2013,17,2,2,1,2,11,7,14,8,8,22,8,1,0,0,0,0,0,0
ID_UCM87M6U,1983,Master,Together,28393.2,1,0,04-12-2013,53,1,1,0,3,23,3,4,0,0,1,7,0,0,0,0,0,0,0
ID_LCEACD84,1990,Graduation,Single,25768.8,1,0,08-04-2014,7,2,3,1,2,11,19,24,11,0,34,7,1,0,0,0,0,0,1
ID_8XJP1E9K,1966,Graduation,Divorced,36756.0,1,1,27-01-2014,74,2,2,0,3,32,4,12,2,0,10,7,0,0,0,0,0,0,0
ID_N7D8EN0N,1973,Graduation,Together,71841.59999999999,0,1,22-07-2013,44,7,11,2,12,776,54,154,54,10,154,6,0,0,0,0,0,0,0
ID_F0RNSBXQ,1967,Graduation,Married,53752.8,0,1,08-06-2014,106,1,2,0,3,59,3,7,0,0,4,6,0,0,0,0,0,0,0
ID_WYOVY3KI,1952,Master,Widow,88446.0,0,2,05-03-2014,93,2,9,6,8,617,94,520,258,107,107,5,0,0,0,0,0,0,0
ID_1WOS0A53,1976,Graduation,Married,42956.4,0,1,16-10-2012,23,2,2,0,3,32,4,14,4,1,21,8,0,0,0,0,0,0,0
ID_P8AO2DVB,1966,Master,Married,89767.2,0,1,19-12-2012,8,2,5,4,5,675,12,249,0,28,9,4,0,0,0,0,0,0,0
ID_B2TEA7X6,1979,Graduation,Married,39646.8,1,0,09-09-2013,11,1,2,0,4,35,11,12,8,8,12,5,0,0,0,0,0,0,0
ID_OYTRBAH4,1982,PhD,Single,43245.6,1,0,31-05-2013,89,2,3,0,3,28,3,15,0,2,7,6,0,0,0,0,0,0,0
ID_1UGT4K1P,1979,Graduation,Married,77775.59999999999,1,0,02-01-2014,88,1,7,2,10,298,3,124,179,97,52,5,0,0,0,0,0,0,0
ID_LVEIIFN2,1983,Graduation,Single,,1,0,17-06-2013,64,2,2,0,3,16,6,22,2,2,6,6,0,0,0,0,0,0,0
ID_KU4K4QN9,1959,PhD,Together,78585.59999999999,0,0,13-06-2014,53,1,3,4,6,608,48,207,36,18,54,1,0,0,0,0,0,0,0
ID_GAUJKAQJ,1953,Master,Married,92432.4,0,1,05-02-2014,30,2,8,3,6,825,60,242,45,0,11,4,0,0,0,0,0,0,0
ID_DNOV646Z,1957,Master,Together,83094.0,0,1,24-01-2014,15,2,6,5,10,433,33,214,80,30,61,3,0,0,0,0,0,0,0
ID_N25HCSQJ,1966,Master,Single,83858.4,0,0,10-11-2013,101,1,3,7,9,297,130,635,132,127,165,1,0,0,0,0,0,0,0
ID_7WF3TGP6,1952,Graduation,Married,91083.6,0,1,08-04-2013,57,2,6,6,9,345,111,185,130,38,100,3,0,0,0,0,0,0,0
ID_U4OASC1N,1979,PhD,Married,45260.4,1,0,23-11-2012,38,1,1,0,2,14,3,6,4,1,5,9,0,0,0,0,0,0,0
ID_89VOB3X4,1976,Master,Together,41011.2,0,1,22-01-2014,16,1,1,0,3,16,5,7,4,2,2,3,0,0,0,0,0,0,0
ID_WOHMUTNP,1954,Graduation,Widow,64383.6,0,0,07-11-2012,36,2,10,4,12,820,13,239,28,10,108,6,0,0,0,0,0,0,0
ID_DX4N75VI,1967,Graduation,Single,41644.8,0,1,27-04-2013,72,1,1,0,3,34,3,5,0,1,5,5,0,0,0,0,0,0,0
ID_EMH1OCHD,1968,PhD,Married,75895.2,0,2,20-08-2013,67,1,6,3,12,598,33,91,29,22,7,4,0,0,0,0,0,0,0
ID_PXWI67SC,1976,PhD,Divorced,72664.8,1,0,09-08-2013,15,2,8,4,9,593,10,76,110,15,15,6,0,0,0,0,0,0,0
ID_MSYL1QGN,1988,Graduation,Single,35083.2,1,0,08-10-2013,37,2,4,0,3,42,7,24,16,9,9,9,0,0,0,0,0,0,0
ID_7N854U51,1967,Graduation,Divorced,58652.4,0,1,05-01-2014,34,1,3,0,4,107,4,15,2,0,24,7,0,0,0,0,0,0,0
ID_6UXCFSF1,1970,Graduation,Together,70700.4,1,2,24-03-2013,17,5,4,1,6,156,10,89,0,7,28,5,0,0,0,0,0,0,0
ID_FXX85MOR,1949,PhD,Divorced,54086.4,1,2,16-10-2013,81,5,6,1,4,149,5,99,7,2,30,8,0,0,0,0,0,0,0
ID_7ME1L2N9,1981,Graduation,Married,22928.4,1,0,22-08-2013,56,2,1,0,3,7,7,9,10,5,16,7,0,0,0,0,0,0,0
ID_9FGATRZ5,1964,Graduation,Single,37179.6,0,0,09-11-2012,57,1,4,0,3,56,7,50,12,1,49,8,0,0,0,0,0,0,1
ID_4ABESYSI,1970,Graduation,Widow,48708.0,1,1,02-10-2013,37,5,3,4,3,159,3,50,6,11,37,6,1,0,0,0,0,0,0
ID_I8F6TCL4,1961,Master,Together,20572.8,1,1,15-02-2014,103,5,3,0,4,23,5,19,0,2,6,7,0,0,0,0,0,0,0
ID_2ZH75E0B,1987,PhD,Together,45836.4,1,0,29-06-2013,93,1,1,0,3,28,3,11,2,1,3,5,0,0,0,0,0,0,0
ID_E02PEGLA,1963,Graduation,Divorced,47462.4,1,1,18-12-2012,61,7,6,2,5,170,6,147,4,24,41,8,0,0,0,0,0,0,1
ID_I89BJ85U,1968,2n Cycle,Together,36903.6,1,1,11-07-2013,92,2,1,1,3,17,8,25,0,9,30,5,0,0,0,0,0,0,0
ID_EAUH7VX7,1972,Graduation,Together,83916.0,0,0,26-05-2013,28,1,4,5,12,257,101,827,219,70,196,3,0,0,0,0,0,0,0
ID_QLWUF3O7,1971,PhD,Divorced,42818.4,1,0,27-06-2014,41,1,1,1,3,28,3,8,6,2,18,2,0,0,0,0,0,0,0
ID_BNCHTC3X,1952,Graduation,Married,39445.2,1,1,09-03-2013,35,1,1,0,3,27,5,12,0,2,5,4,0,0,0,0,0,0,0
ID_H25EG73I,1953,Graduation,Together,100612.8,0,0,12-05-2013,64,1,4,4,11,906,34,345,75,31,191,1,0,0,1,0,0,0,0
ID_3736W92A,1992,Graduation,Married,51229.2,0,0,16-08-2013,55,1,5,1,6,184,5,64,38,17,58,5,0,0,0,0,0,0,0
ID_1N6SS1W4,1955,Graduation,Married,75384.0,0,0,11-05-2013,58,1,3,4,6,403,64,265,138,61,53,1,0,0,0,0,0,0,0
ID_M65SAN9M,1980,Master,Single,19983.6,1,0,18-04-2014,17,3,2,1,3,10,10,31,15,4,7,6,0,0,0,0,0,0,1
ID_FBW9PS9N,1949,Graduation,Married,110812.8,0,0,15-01-2014,16,0,5,10,5,997,27,694,51,19,119,1,1,0,1,0,0,0,0
ID_RPR7UZ4W,1964,PhD,Single,58701.6,1,1,12-04-2014,28,2,1,0,4,57,3,9,0,0,1,4,0,0,0,0,0,0,0
ID_P6YJVTVA,1960,Master,Together,106944.0,0,0,17-03-2014,85,1,5,6,7,1173,95,408,72,129,55,1,0,0,1,0,0,0,0
ID_J9RT7KD7,1970,Graduation,Married,31564.8,1,0,23-06-2013,12,1,1,0,2,9,4,5,2,0,4,7,0,0,0,0,0,0,0
ID_UAHDWIP3,1971,Graduation,Married,84740.4,0,0,23-06-2013,52,1,3,3,7,358,64,753,40,46,27,2,0,0,0,0,0,0,0
ID_JUWAIYN4,1984,Master,Married,32520.0,1,0,05-04-2013,71,1,1,0,3,17,3,13,2,0,10,7,0,0,0,0,0,0,0
ID_48B5EY6Y,1974,2n Cycle,Married,51660.0,1,0,18-03-2014,17,2,2,0,4,35,8,24,6,3,8,5,0,0,0,0,0,0,0
ID_ZT6U4VG6,1995,Graduation,Single,114634.8,0,0,03-12-2012,36,1,7,3,7,775,32,890,250,27,24,3,0,0,1,0,0,0,1
ID_J8NF1NNX,1970,PhD,Married,40297.2,2,0,08-01-2013,45,1,1,0,2,16,3,5,0,0,1,8,0,0,0,0,0,0,0
ID_3XSGBZMA,1964,PhD,Married,64053.6,1,1,24-09-2012,48,10,9,4,6,494,9,152,8,6,132,8,0,0,0,0,0,0,1
ID_3WAGADWH,1976,Graduation,Together,73120.8,0,1,17-01-2014,48,2,6,4,11,229,158,155,192,93,54,4,0,0,0,0,0,0,0
ID_C21H0L2P,1988,Graduation,Divorced,97633.2,0,0,25-02-2014,25,1,3,10,13,168,26,424,27,65,76,1,0,0,0,0,0,0,0
ID_C4WZSP0M,1954,Master,Married,71224.8,0,2,24-04-2014,66,1,4,4,7,300,24,78,39,13,13,3,0,0,0,0,0,0,0
ID_JZQ69AIF,1971,Graduation,Widow,80077.2,0,1,12-09-2012,40,4,4,3,6,376,162,194,58,106,141,3,0,0,0,0,0,0,0
ID_3RH8JCYH,1958,PhD,Together,8202.0,0,1,08-12-2012,83,0,0,0,1,112,5,12,2,2,12,20,0,0,0,0,0,0,0
ID_D3SEHJ2L,1987,PhD,Single,35998.8,1,0,13-02-2013,29,4,3,1,4,73,10,59,10,5,11,8,0,0,0,0,0,0,0
ID_BLRQBCFL,1972,Graduation,Divorced,66762.0,0,1,13-11-2012,41,4,7,3,7,240,68,164,50,49,27,6,0,0,0,0,0,0,0
ID_4A92XHR9,1976,Graduation,Married,33087.6,1,0,25-03-2013,52,4,5,1,4,55,18,110,39,15,15,8,0,0,0,0,0,0,0
ID_QO9P8V9K,1954,Graduation,Together,113260.8,0,0,04-03-2013,69,0,5,8,5,1116,27,790,160,45,172,2,0,1,1,1,0,0,1
ID_MJ84MYW9,1953,Graduation,Together,100612.8,0,0,12-05-2013,64,1,4,4,11,906,34,345,75,31,191,1,0,0,1,0,0,0,0
ID_89LWU596,1982,Graduation,Single,70420.8,0,0,16-06-2014,78,1,5,3,12,484,38,179,28,7,85,2,0,1,0,0,0,0,0
ID_XFEXFD7D,1987,PhD,Married,55105.2,0,0,10-03-2014,30,1,2,1,6,107,12,49,24,3,12,4,0,0,0,0,0,0,0
ID_1MCUOUNB,1952,Graduation,Married,64548.0,0,2,06-03-2014,93,3,7,2,8,340,45,127,28,5,5,6,0,0,0,0,0,0,0
ID_7IFTVV09,1989,2n Cycle,Married,19497.6,1,0,10-05-2014,84,3,2,1,3,17,14,10,3,12,9,6,0,0,0,0,0,0,0
ID_4F85ZQDR,1974,PhD,Married,188691.6,0,1,01-03-2014,105,15,0,22,0,25,5,1582,1,2,1,0,0,0,0,0,0,0,0
ID_G8TEBYQ1,1961,Master,Divorced,47073.6,0,0,10-05-2013,8,1,0,0,3,12,4,6,0,3,3,4,0,0,0,0,0,0,0
ID_7Y3X4UKH,1970,Graduation,Married,68155.2,0,1,16-02-2013,31,3,8,9,7,661,41,161,62,47,37,7,0,0,0,0,0,0,0
ID_TZMXZ63I,1957,Graduation,Married,80557.2,0,1,26-03-2013,79,3,9,2,12,470,74,250,93,35,62,6,0,0,0,0,0,0,0
ID_NSR3YEJW,1959,PhD,Together,94742.4,0,1,24-09-2012,18,2,2,5,12,1175,22,594,99,76,134,6,0,0,0,0,0,0,0
ID_FHT9Z73Y,1953,PhD,Married,61044.0,0,1,19-06-2014,20,1,2,0,3,58,3,8,0,0,2,5,0,0,0,0,0,0,0
ID_RL570XZK,1952,Graduation,Single,86738.4,0,0,19-07-2013,77,1,5,7,9,508,30,419,90,139,153,7,0,0,0,0,0,0,1
ID_EIP1OLBI,1957,Master,Together,61077.6,1,1,08-01-2013,95,13,6,2,12,290,31,242,55,114,135,5,0,0,0,0,0,0,0
ID_6N1PDQRG,1987,Master,Married,96169.2,0,0,11-01-2013,27,1,7,4,10,1189,105,673,52,40,40,6,0,0,1,0,0,0,1
ID_4QGCX5B0,1958,Graduation,Single,60465.6,0,1,28-05-2014,10,4,6,1,6,297,9,37,0,3,34,7,0,1,0,1,0,0,1
ID_5QEL922N,1971,Graduation,Married,82819.2,0,1,22-11-2012,68,4,8,9,13,731,56,363,123,107,161,5,0,0,0,0,0,0,0
ID_JZ7BJ0LL,1993,Basic,Single,22495.2,1,0,29-05-2014,48,2,3,0,3,7,13,11,12,9,20,6,0,0,0,0,0,0,0
ID_INK7WWVF,1990,Graduation,Single,97460.4,0,0,19-07-2013,84,1,3,7,11,498,73,324,146,40,84,1,0,0,0,0,0,0,0
