ProductID,ProductCategory,ProductBrand,ProductPrice,CustomerAge,CustomerGender,PurchaseFrequency,CustomerSatisfaction,PurchaseIntent
7432,Smartphones,Apple,2890.843065440959,26,1,10,3,0
7433,Tablets,Samsung,885.0317452450254,40,0,12,4,1
7434,Laptops,Other Brands,905.9887210627106,35,0,7,5,1
7435,Laptops,Other Brands,718.6417885734604,60,0,17,4,1
7436,Headphones,Other Brands,2671.292012837217,45,1,2,2,1
7437,Tablets,HP,2551.092003752699,39,0,3,2,0
7438,Laptops,Other Brands,811.5092049289705,34,1,9,4,1
7439,Smartphones,HP,154.3303119148436,35,0,4,4,1
7440,Tablets,Samsung,1687.6694176342487,18,0,2,4,0
7441,Laptops,Sony,947.9300603947742,53,0,5,1,0
7442,Smart Watches,HP,1009.1228016799067,60,1,17,1,1
7443,Smart Watches,Other Brands,316.6954788999202,22,0,8,5,0
7444,Tablets,HP,325.4637168792759,45,1,15,3,1
7445,Smart Watches,HP,2421.5370594273336,40,1,7,4,1
7446,Headphones,Other Brands,1145.0111201262243,58,0,9,3,0
7447,Smartphones,HP,1366.374377379568,63,0,7,5,1
7448,Smart Watches,Other Brands,596.1563524414582,58,0,3,1,0
7449,Smart Watches,HP,780.9468831488464,19,0,8,1,0
7450,Smartphones,Samsung,1091.162165699839,50,1,15,1,1
7451,Headphones,Other Brands,1217.504766851174,40,1,16,2,1
7452,Laptops,HP,1025.4662083036678,63,1,5,1,1
7453,Tablets,Other Brands,509.88087279054474,53,0,7,3,0
7454,Laptops,Apple,221.70702390613536,43,0,18,3,0
7455,Laptops,Samsung,1731.4578792474706,44,1,13,4,1
7456,Tablets,Samsung,635.0762764901705,25,0,14,3,0
7457,Laptops,Other Brands,599.6830191731613,65,0,14,4,1
7458,Tablets,Apple,2740.956940218505,35,1,7,3,1
7459,Headphones,Apple,2332.0976918426272,55,0,2,5,1
7460,Tablets,Apple,956.3379615064956,38,0,4,5,1
7461,Smartphones,Other Brands,2764.9085479396535,19,1,4,3,0
7462,Laptops,Apple,840.7964721740676,67,1,18,1,1
7463,Smartphones,HP,1968.874857415977,23,0,14,4,0
7464,Smart Watches,Other Brands,186.27525639085817,19,1,19,1,0
7465,Laptops,HP,199.0080926398079,50,0,17,5,1
7466,Smart Watches,Samsung,1450.664508004345,57,1,16,2,1
7467,Smartphones,Other Brands,700.9743208956645,52,0,11,4,1
7468,Laptops,Other Brands,2309.213846357564,26,0,5,3,0
7469,Headphones,HP,2209.3893742915147,25,1,10,3,0
7470,Smartphones,Sony,232.9028301210022,33,1,15,2,1
7471,Smartphones,Sony,1260.2719852866833,69,0,8,1,0
7472,Headphones,Apple,1538.5709926943907,65,1,14,1,1
7473,Smart Watches,HP,2598.724365956565,50,0,13,2,0
7474,Laptops,Samsung,675.2708954629325,29,1,1,3,0
7475,Smartphones,HP,1228.6954618100988,33,0,4,5,1
7476,Smartphones,Sony,178.21500196466016,38,0,18,5,1
7477,Laptops,HP,2182.007252101471,36,1,13,5,1
7478,Smart Watches,Samsung,2027.0973844745092,63,1,11,1,1
7479,Tablets,HP,352.42129252440657,54,0,14,3,0
7480,Smart Watches,Sony,895.6891455023977,40,1,7,5,1
7481,Smartphones,Apple,1948.029284312167,57,1,2,4,1
7482,Smartphones,Other Brands,1165.8928755134082,61,1,18,2,1
7483,Smartphones,Other Brands,2305.336014761653,56,0,1,3,0
7484,Smart Watches,Sony,1180.625734387048,48,0,6,1,0
7485,Smart Watches,HP,356.69245612995456,20,0,1,1,0
7486,Laptops,Other Brands,2455.774097473292,35,1,14,5,1
7487,Tablets,HP,1448.0759960085932,29,0,16,5,0
7488,Smart Watches,HP,123.06742613713698,46,0,10,4,1
7489,Tablets,HP,739.0565010987696,48,1,1,2,1
7490,Headphones,Sony,1481.6247945072148,37,0,6,4,1
7491,Smartphones,Apple,994.0760775843595,43,1,4,2,1
7492,Laptops,Samsung,393.00787365495916,24,0,9,1,0
7493,Smartphones,Apple,1904.2640270808768,65,1,17,4,1
7494,Laptops,Sony,323.4016146371095,69,0,11,2,0
7495,Tablets,HP,749.0469336940154,51,0,7,5,1
7496,Smartphones,Sony,1638.5641196842364,57,0,3,4,1
7497,Headphones,Apple,2147.267929472239,30,1,7,5,1
7498,Tablets,Apple,1452.167418505006,50,1,10,2,1
7499,Laptops,HP,1144.8432610741932,43,1,15,4,1
7500,Tablets,Apple,997.3420227348903,22,1,3,2,0
7501,Tablets,Sony,314.60911911081143,40,0,19,1,0
7502,Smartphones,Samsung,473.972986355194,39,1,3,2,1
7503,Headphones,Sony,2180.988447213997,39,1,2,2,1
7504,Tablets,HP,831.747357645222,45,1,10,1,1
7505,Smart Watches,Sony,2542.2347452527424,29,0,5,4,0
7506,Smart Watches,HP,1182.6597931357394,30,1,19,5,1
7507,Tablets,Apple,504.60606496975697,54,1,4,4,1
7508,Headphones,Apple,576.4516550228795,35,0,7,4,1
7509,Tablets,Samsung,1808.9332724663907,34,0,7,3,0
7510,Laptops,Sony,2731.0805023499624,26,0,11,5,0
7511,Laptops,Samsung,2984.326012076433,24,1,5,1,0
7512,Smartphones,HP,1443.8321813139082,39,0,6,5,1
7513,Headphones,Apple,533.9392678248457,23,0,5,1,0
7514,Headphones,Other Brands,2167.79689850093,57,0,11,1,0
7515,Smartphones,Sony,1447.3804255355112,66,0,10,3,0
7516,Headphones,Samsung,886.4183619178035,39,1,15,1,1
7517,Smart Watches,Sony,1874.741657316249,53,1,14,3,1
7518,Headphones,HP,815.621691538135,50,0,7,3,0
7519,Headphones,Samsung,561.7934461354979,69,0,11,2,0
7520,Tablets,Other Brands,1930.8201582776842,32,1,3,5,1
7521,Smart Watches,Sony,512.9148817347275,39,1,7,1,1
7522,Laptops,Samsung,2840.318301558224,63,1,11,1,1
7523,Smart Watches,Samsung,1523.5840087969018,34,1,19,4,1
7524,Smartphones,Apple,296.83005396226235,59,0,11,2,0
7525,Headphones,Apple,1710.4775694610871,69,0,14,1,0
7526,Tablets,HP,2288.3812627155644,27,1,4,4,1
7527,Tablets,Samsung,2765.221880430184,34,1,12,4,1
7528,Smart Watches,HP,2465.4281403888094,65,0,10,1,0
7529,Smartphones,Apple,2355.24064154934,19,0,15,5,0
7530,Smartphones,Samsung,591.3587789052605,24,1,16,3,0
7531,Laptops,Other Brands,562.1123033758673,55,0,18,5,1
7532,Headphones,HP,2506.4540411439552,21,1,15,4,1
7533,Laptops,Sony,1446.807190677556,26,0,7,1,0
7534,Headphones,Sony,2800.2444277526433,24,1,17,3,0
7535,Laptops,HP,216.78950364913396,32,0,15,4,1
7536,Smartphones,Other Brands,415.2153897241804,25,0,13,4,0
7537,Tablets,HP,2830.815573480893,60,1,19,5,1
7538,Tablets,Apple,765.1052259033065,41,0,15,3,0
7539,Smart Watches,Other Brands,131.794984149529,55,1,17,1,1
7540,Headphones,Sony,2256.6927107858905,69,1,11,2,1
7541,Smart Watches,Other Brands,2366.4987242026536,46,0,11,1,0
7542,Laptops,Samsung,213.18573306880455,61,1,6,2,1
7543,Tablets,Sony,599.3159795473272,56,0,14,3,0
7544,Laptops,Samsung,964.4995276326075,44,0,18,5,1
7545,Headphones,Sony,2360.6097809395883,35,1,19,5,1
7546,Headphones,Apple,2316.1646812019876,58,1,19,3,1
7547,Smart Watches,Other Brands,1054.0736721571875,60,0,14,5,1
7548,Laptops,HP,2480.766877036663,18,1,11,5,1
7549,Smartphones,Other Brands,1269.3892969257433,66,1,15,2,1
7550,Laptops,Sony,850.5882306662492,51,0,16,1,0
7551,Headphones,HP,1804.9399815890313,18,1,12,5,1
7552,Smart Watches,Samsung,1030.9932559922045,33,1,4,2,1
7553,Headphones,HP,957.1484852065753,33,0,13,5,1
7554,Smartphones,HP,814.9895050201169,27,1,4,4,1
7555,Smart Watches,Samsung,2782.1165012547826,62,0,17,1,0
7556,Tablets,HP,1214.1461454162195,40,0,3,5,1
7557,Smartphones,Other Brands,173.45597935263487,44,0,7,3,0
7558,Tablets,Samsung,1453.2178118446177,47,1,10,4,1
7559,Laptops,Other Brands,2316.7510613624245,35,0,1,5,1
7560,Smartphones,Other Brands,1333.6148096990105,46,1,10,4,1
7561,Headphones,HP,1662.3255020243244,59,1,17,2,1
7562,Headphones,Samsung,1162.441272883108,62,1,14,2,1
7563,Smartphones,HP,1464.3091902561196,57,1,12,5,1
7564,Tablets,Samsung,2517.1958026212324,51,0,6,2,0
7565,Smart Watches,Samsung,1903.1686883325715,60,1,14,4,1
7566,Laptops,Other Brands,1981.3229235589317,20,1,4,2,0
7567,Laptops,Other Brands,103.97586901522642,49,1,1,2,1
7568,Headphones,HP,2400.539595118966,61,0,11,5,1
7569,Headphones,Apple,1612.8528704366986,49,1,15,2,1
7570,Tablets,Other Brands,704.8363485348004,68,1,19,5,1
7571,Tablets,Apple,2308.9173877309195,65,0,13,1,0
7572,Tablets,Samsung,1521.7907985950196,22,0,5,2,0
7573,Smart Watches,Samsung,1760.6419473425133,54,1,5,2,1
7574,Smart Watches,Samsung,246.87263472623584,62,0,17,1,0
7575,Tablets,HP,250.67490098149236,38,0,1,4,1
7576,Headphones,Apple,2269.3114342312856,49,0,5,1,0
7577,Laptops,Other Brands,538.2792843094477,35,0,9,3,0
7578,Smart Watches,Samsung,2090.986157232419,40,0,19,1,0
7579,Smart Watches,Other Brands,2757.3573908671256,44,0,15,3,0
7580,Laptops,Other Brands,1934.2025734644455,41,0,10,2,0
7581,Smart Watches,HP,2908.668389584207,62,0,12,4,1
7582,Smart Watches,Sony,2313.557133747648,68,0,16,1,0
7583,Headphones,Sony,2255.7734447787643,62,1,15,2,1
7584,Smart Watches,Other Brands,1764.0796741495112,62,0,11,4,1
7585,Headphones,Sony,1538.6646303162172,20,0,1,5,0
7586,Tablets,Samsung,2235.8184602368933,63,1,7,3,1
7587,Headphones,Sony,672.5883735952201,49,0,19,5,1
7588,Headphones,Sony,2923.3745314642197,34,1,5,3,1
7589,Smartphones,Samsung,573.6702903792911,66,1,6,3,1
7590,Laptops,HP,2971.434835220155,59,1,8,4,1
7591,Smart Watches,Samsung,1921.4379484488936,62,1,4,4,1
7592,Headphones,Other Brands,420.1697958168443,19,1,3,3,0
7593,Tablets,Sony,2625.2943464526893,53,1,14,1,1
7594,Tablets,HP,1636.5039914792847,35,1,8,3,1
7595,Tablets,Samsung,1693.629944076732,52,0,13,3,0
7596,Laptops,HP,2007.7577885829212,66,0,1,1,0
7597,Headphones,Samsung,2676.543051243783,26,0,13,2,0
7598,Tablets,Samsung,1946.17840742579,63,1,14,1,1
7599,Tablets,HP,1883.346663175915,66,1,10,2,1
7600,Smartphones,Apple,2369.335827742199,69,0,10,3,0
7601,Smart Watches,Samsung,629.2589675597009,30,1,6,1,0
7602,Smart Watches,Samsung,727.4650169172735,24,1,17,4,1
7603,Smartphones,Samsung,2727.040032038846,32,1,14,3,1
7604,Tablets,Other Brands,452.17995056502025,26,1,13,3,0
7605,Smartphones,Other Brands,355.27313659316087,18,0,16,4,0
7606,Smartphones,Apple,1609.8405563298224,22,0,2,4,0
7607,Laptops,Other Brands,879.3944465028909,48,1,5,1,1
7608,Smartphones,Apple,723.2950811029625,26,0,18,1,0
7609,Headphones,Samsung,1268.9305171755611,45,1,7,4,1
7610,Smartphones,Apple,1062.8559384176006,30,1,10,3,0
7611,Laptops,Apple,2069.480079281686,45,1,9,2,1
7612,Laptops,Other Brands,1385.3367943113171,56,0,14,3,0
7613,Smart Watches,Apple,1841.9227585352564,45,1,12,3,1
7614,Smart Watches,Samsung,1156.7077028893334,69,1,12,3,1
7615,Smartphones,Sony,2108.3754641227697,67,0,12,1,0
7616,Headphones,HP,777.1503483727175,69,1,17,5,1
7617,Smart Watches,HP,2202.2681457598396,67,0,17,3,0
7618,Smart Watches,Apple,1694.3502633906548,69,0,19,4,1
7619,Smart Watches,Apple,1717.384213013048,54,0,18,4,1
7620,Headphones,Sony,675.9532444299692,51,1,18,2,1
7621,Laptops,HP,2342.0824609809974,31,1,9,4,1
7622,Headphones,HP,2591.055088122812,28,1,6,5,1
7623,Laptops,HP,1625.6630169400519,66,0,1,5,1
7624,Tablets,Sony,2710.8001885503227,56,1,17,5,1
7625,Laptops,Samsung,884.4494699979941,61,0,7,5,1
7626,Tablets,HP,1989.2601238134573,66,0,12,4,1
7627,Headphones,Apple,346.8580626081181,35,1,9,5,1
7628,Smartphones,Other Brands,1061.0852779613838,47,1,10,2,1
7629,Smartphones,Other Brands,1718.692705223048,66,1,19,2,1
7630,Smart Watches,HP,2315.205105037207,54,0,15,1,0
7631,Headphones,HP,653.8666928184816,41,0,11,5,1
7632,Smartphones,Apple,1026.6274703356326,46,1,3,3,1
7633,Headphones,Apple,498.1244242528389,69,1,5,5,1
7634,Smart Watches,Sony,2375.782773974655,23,1,13,4,1
7635,Smart Watches,HP,2364.935603945368,68,0,14,4,1
7636,Smartphones,HP,2884.9847402930977,19,1,3,3,0
7637,Smartphones,Apple,286.4636075452893,62,1,16,4,1
7638,Smartphones,Sony,457.3663443717435,42,1,4,5,1
7639,Laptops,Samsung,2280.977931704341,29,1,17,3,0
7640,Tablets,HP,244.78962863347385,69,0,2,1,0
7641,Smartphones,Sony,935.430768439774,55,1,5,1,1
7642,Smartphones,Apple,1230.9921189940635,39,0,12,2,0
7643,Smart Watches,HP,428.8672793931727,48,1,7,5,1
7644,Laptops,Other Brands,943.8676907009375,58,1,8,1,1
7645,Smartphones,Apple,2044.4415256312348,46,0,16,5,1
7646,Smart Watches,Sony,1844.484001663505,48,1,19,5,1
7647,Smart Watches,HP,2941.8607334381313,69,0,5,2,0
7648,Smart Watches,Sony,2973.00830570446,48,1,17,4,1
7649,Laptops,HP,1639.1340198559171,44,0,17,4,1
7650,Headphones,Apple,1418.660158550833,51,0,13,1,0
7651,Tablets,HP,1738.8773221438812,69,1,10,3,1
7652,Smart Watches,Samsung,1719.0074071006388,27,1,2,2,0
7653,Tablets,Samsung,2232.314237757672,26,1,17,2,0
7654,Laptops,HP,557.4061149948661,59,1,1,3,1
7655,Smart Watches,Apple,213.90696753659404,62,1,17,4,1
7656,Tablets,HP,762.3665618274358,53,0,13,4,1
7657,Tablets,Apple,650.3824469678873,66,1,10,4,1
7658,Tablets,Apple,474.62634070138245,39,1,3,2,1
7659,Smartphones,HP,981.0533662194036,65,1,3,2,1
7660,Headphones,Samsung,1478.0452054905,41,0,5,5,1
7661,Headphones,Samsung,2082.4866485148077,60,0,13,5,1
7662,Laptops,Other Brands,577.122535951077,42,0,17,1,0
7663,Smart Watches,Other Brands,1526.195512369991,33,1,13,4,1
7664,Tablets,Samsung,2934.213659840253,48,1,14,5,1
7665,Laptops,Apple,1048.2234001907864,47,1,12,5,1
7666,Smart Watches,Samsung,2909.39655350077,37,1,3,1,1
7667,Laptops,Apple,1503.3843103455783,23,0,2,3,0
7668,Tablets,Samsung,2267.2889062894174,65,0,15,4,1
7669,Tablets,HP,1784.8563169101312,27,0,17,3,0
7670,Smartphones,Other Brands,1998.192812331885,61,1,11,2,1
7671,Headphones,HP,630.252522707464,63,1,14,1,1
7672,Headphones,Sony,1732.2118069204046,69,1,18,4,1
7673,Laptops,Apple,1840.4324449935195,22,0,17,2,0
7674,Tablets,Other Brands,2720.8853137642136,47,0,10,4,1
7675,Laptops,Sony,2902.789966562213,23,1,11,3,0
7676,Tablets,Sony,2248.2874558828357,28,1,18,2,0
7677,Headphones,HP,2518.056339873116,28,0,15,5,0
7678,Headphones,Apple,206.37840244735605,53,0,5,2,0
7679,Laptops,HP,1311.3666113904494,58,1,9,2,1
7680,Laptops,Apple,2204.844679141923,59,1,19,5,1
7681,Headphones,HP,2363.7320020768516,60,0,9,1,0
7682,Tablets,Sony,2684.2768349049866,59,0,15,5,1
7683,Headphones,HP,590.0625335963323,58,1,5,4,1
7684,Laptops,Sony,2027.2951093183417,30,1,8,1,0
7685,Smartphones,Samsung,2296.458001898072,30,0,4,2,0
7686,Smart Watches,Samsung,2078.3721766487097,67,0,12,2,0
7687,Headphones,Other Brands,1458.832536181072,50,0,19,3,0
7688,Smartphones,Other Brands,334.1333336887011,25,1,13,3,0
7689,Laptops,HP,642.1434902956005,35,1,3,2,1
7690,Smartphones,Sony,2359.1840443879587,57,0,7,2,0
7691,Laptops,Samsung,558.1941195995589,19,0,7,2,0
7692,Laptops,Sony,846.0033934659741,37,0,16,5,1
7693,Tablets,Apple,1199.8021986939643,51,0,16,3,0
7694,Smart Watches,Samsung,2580.4331802622746,45,0,8,1,0
7695,Smartphones,Apple,2398.28478470582,50,0,18,5,1
7696,Smartphones,Samsung,1474.4401313658059,54,1,15,2,1
7697,Headphones,HP,2538.286841632906,37,1,9,5,1
7698,Tablets,Sony,2680.5739000165527,32,0,4,4,1
7699,Headphones,Other Brands,511.78378879305177,53,0,11,4,1
7700,Headphones,HP,2455.0019391487176,56,1,14,1,1
7701,Laptops,Samsung,207.4280025233562,43,1,15,1,1
7702,Laptops,Other Brands,2389.6283812220345,67,1,18,5,1
7703,Headphones,HP,139.2426516827611,22,1,6,1,0
7704,Smart Watches,Apple,666.443349413022,24,0,9,4,0
7705,Tablets,Samsung,1421.2442375381615,19,1,8,3,0
7706,Laptops,Sony,972.1142411832583,53,0,16,4,1
7707,Smart Watches,Other Brands,2093.980992606216,68,0,2,4,1
7708,Laptops,HP,1561.7577655522184,62,1,12,1,1
7709,Smartphones,Samsung,2846.3460174899674,49,0,1,2,0
7710,Smart Watches,Sony,1861.2050076508895,26,1,9,3,0
7711,Laptops,Apple,1640.2813278165129,50,1,14,3,1
7712,Laptops,Samsung,1607.7116769531478,27,1,4,5,1
7713,Smart Watches,Samsung,1329.2215245934442,48,0,6,5,1
7714,Laptops,Other Brands,2302.8463791246522,52,0,9,1,0
7715,Tablets,Samsung,160.01198994749953,40,0,3,2,0
7716,Headphones,Samsung,1382.51711804159,66,1,4,3,1
7717,Laptops,Samsung,1389.409395339989,18,1,5,2,0
7718,Headphones,Sony,752.1220163823995,42,0,8,5,1
7719,Headphones,Apple,560.6169057176139,32,0,14,1,0
7720,Smart Watches,HP,2331.7465670847764,47,1,16,4,1
7721,Tablets,HP,898.8403112039542,20,0,3,4,0
7722,Smartphones,Sony,749.4154713861794,65,1,16,5,1
7723,Smart Watches,Sony,2959.8481989671973,30,1,18,4,1
7724,Headphones,Apple,2536.4933607306857,22,1,3,5,1
7725,Headphones,Apple,2439.261213829241,18,1,17,2,0
7726,Smart Watches,Samsung,728.7651372840414,22,0,13,1,0
7727,Headphones,HP,698.9677501920631,57,1,14,1,1
7728,Laptops,Apple,482.80175151904234,20,1,2,2,0
7729,Laptops,HP,1729.1711955839237,38,1,6,2,1
7730,Smart Watches,Other Brands,1955.2677413364183,29,0,16,2,0
7731,Smart Watches,HP,1839.6661753022754,55,1,13,5,1
7732,Tablets,Samsung,1848.2514990240154,34,0,9,5,1
7733,Headphones,Samsung,531.2597211850635,48,1,3,2,1
7734,Tablets,Sony,1740.4874017878863,50,0,18,5,1
7735,Tablets,Samsung,2057.759741944461,44,0,17,4,1
7736,Smartphones,HP,2694.0607011573366,24,0,6,5,0
7737,Laptops,Apple,885.1541455701376,25,1,15,2,0
7738,Headphones,Apple,972.0014275764019,58,0,12,5,1
7739,Tablets,Other Brands,1455.2628088454687,63,0,12,4,1
7740,Laptops,Other Brands,359.3576034134385,41,1,5,5,1
7741,Smartphones,Sony,179.5005309638695,66,0,3,4,1
7742,Smartphones,Other Brands,2326.3143094384504,55,0,6,5,1
7743,Laptops,Samsung,502.323945596159,32,0,6,1,0
7744,Laptops,Sony,110.27986411776718,33,1,5,1,1
7745,Smartphones,Other Brands,710.4048141215488,62,1,12,2,1
7746,Tablets,HP,639.2838709594213,30,0,10,3,0
7747,Tablets,Samsung,2203.4081630165983,27,1,7,4,1
7748,Smart Watches,Samsung,176.74747190002802,58,1,1,4,1
7749,Smart Watches,Sony,580.3984890873858,32,1,5,3,1
7750,Tablets,Apple,2665.7377910789564,18,1,11,4,1
7751,Smartphones,Apple,2643.2761157909536,68,1,14,2,1
7752,Tablets,Other Brands,2912.715797875309,68,1,18,4,1
7753,Smartphones,Apple,2928.1529997818657,42,1,3,5,1
7754,Laptops,Other Brands,2429.612308451202,36,0,2,5,1
7755,Smart Watches,HP,1170.328330843927,59,1,10,3,1
7756,Headphones,Other Brands,629.1979339206522,30,0,10,5,0
7757,Headphones,Apple,586.2080576742529,62,0,6,2,0
7758,Smartphones,Apple,212.47081922663241,26,0,12,4,0
7759,Smartphones,Sony,871.6422299480043,44,0,1,3,0
7760,Laptops,Samsung,2080.64678076346,28,1,8,1,0
7761,Smart Watches,Other Brands,2845.2441991103374,38,0,5,5,1
7762,Headphones,Sony,317.93058056559727,37,0,16,5,1
7763,Tablets,Sony,987.7486682951177,48,0,15,1,0
7764,Smart Watches,Other Brands,2933.940939131546,56,1,9,3,1
7765,Smart Watches,HP,2114.1716356300517,45,1,9,4,1
7766,Headphones,Samsung,832.7405652610566,58,1,12,2,1
7767,Smart Watches,Samsung,1537.7012502195869,49,1,16,3,1
7768,Headphones,HP,2754.070360195159,18,0,16,1,0
7769,Laptops,Samsung,2944.3497190773073,64,1,5,4,1
7770,Headphones,Apple,1258.3656090062182,67,1,11,2,1
7771,Headphones,Sony,2954.4560880920153,42,0,3,4,1
7772,Tablets,Sony,2672.726326958191,46,0,11,1,0
7773,Smart Watches,Sony,1327.1761766006748,32,1,7,3,1
7774,Smartphones,Other Brands,2644.5010965229153,63,1,13,4,1
7775,Smartphones,Samsung,2164.8217850424835,66,0,10,4,1
7776,Headphones,Apple,2286.6580409923854,22,0,8,2,0
7777,Tablets,Other Brands,2163.4482026202622,32,1,15,5,1
7778,Tablets,Apple,579.4546464243028,65,0,7,4,1
7779,Headphones,Sony,2226.449371814799,26,0,18,2,0
7780,Headphones,Other Brands,164.28491065316658,36,0,14,5,1
7781,Tablets,Other Brands,635.7597303643021,36,1,4,5,1
7782,Smart Watches,Samsung,1076.352944191768,53,0,5,3,0
7783,Tablets,Sony,2201.0610364051254,43,1,4,3,1
7784,Headphones,Samsung,1769.973661430872,22,1,10,5,1
7785,Headphones,Apple,2891.1521367715764,26,0,11,1,0
7786,Laptops,Samsung,1401.5989182680557,23,1,9,2,0
7787,Tablets,HP,2870.3513768682305,46,0,1,4,1
7788,Tablets,Other Brands,341.78388664687236,35,0,2,1,0
7789,Smart Watches,Samsung,577.8695091563992,30,0,3,3,0
7790,Headphones,Sony,733.8069600847341,40,0,6,5,1
7791,Smart Watches,Sony,2809.880958945502,33,0,1,4,1
7792,Smart Watches,Other Brands,1535.0984159491247,51,1,14,3,1
7793,Tablets,Other Brands,1093.8130082689972,60,0,16,3,0
7794,Smart Watches,Apple,531.4775157693953,41,1,9,5,1
7795,Smartphones,HP,1384.9228940313974,62,1,1,4,1
7796,Headphones,HP,2633.036887605668,41,0,18,4,1
7797,Laptops,Samsung,454.0208510252736,25,0,5,5,0
7798,Laptops,Sony,1719.4252239490158,52,0,5,5,1
7799,Laptops,Sony,2284.318950930748,32,0,19,4,1
7800,Smart Watches,HP,1479.2787774307267,30,1,10,2,0
7801,Headphones,Samsung,2587.227166053436,31,0,19,4,1
7802,Laptops,Apple,1127.5707205054398,41,1,15,1,1
7803,Tablets,Apple,2344.666863484998,64,1,1,1,1
7804,Tablets,Sony,556.2226526323275,39,1,12,1,1
7805,Smart Watches,HP,323.3957707352719,52,1,3,3,1
7806,Laptops,Other Brands,515.8590668384375,26,0,12,5,0
7807,Smartphones,Apple,437.08699216626087,65,1,2,1,1
7808,Smartphones,Samsung,2171.236198453002,54,0,10,3,0
7809,Tablets,Samsung,1091.439452809592,25,0,15,5,0
7810,Smartphones,Apple,734.363232323557,56,1,4,4,1
7811,Headphones,Other Brands,1736.803304810335,48,0,9,1,0
7812,Smartphones,Apple,620.7448653029865,28,0,8,5,0
7813,Smart Watches,Apple,2028.5582430468205,67,0,9,3,0
7814,Headphones,Samsung,1471.250691784672,65,1,15,3,1
7815,Laptops,HP,1094.5365051026838,44,0,19,2,0
7816,Headphones,Samsung,2384.2918394307117,21,0,1,2,0
7817,Smartphones,HP,1000.5749747733131,55,1,1,1,1
7818,Laptops,Apple,1635.6038008505216,27,0,4,5,0
7819,Smart Watches,Other Brands,226.80119949887256,39,0,7,4,1
7820,Tablets,HP,797.4873951815101,59,1,2,3,1
7821,Smartphones,Sony,1020.7254041848117,60,0,17,4,1
7822,Smartphones,HP,1715.6857199234053,44,0,1,3,0
7823,Laptops,Samsung,1242.4555603130384,55,1,6,5,1
7824,Smart Watches,Samsung,719.3470369446319,19,0,7,3,0
7825,Headphones,Sony,2925.4238291383303,21,1,7,4,1
7826,Smartphones,Samsung,1011.1420800546886,30,1,12,3,0
7827,Smartphones,Samsung,2680.9812970288217,56,0,10,1,0
7828,Smartphones,Apple,2782.2190558827933,69,0,10,2,0
7829,Headphones,Other Brands,837.2300980061501,46,1,4,2,1
7830,Tablets,Other Brands,1404.1629594318758,66,0,5,3,0
7831,Smart Watches,Apple,2410.6694201053565,69,1,15,4,1
7832,Laptops,Samsung,2981.197659838742,22,0,17,2,0
7833,Tablets,Apple,2452.1750705047143,67,1,13,1,1
7834,Smartphones,Apple,2398.16986345564,39,0,19,2,0
7835,Smartphones,Sony,1588.693467609931,52,0,5,2,0
7836,Tablets,Apple,846.7997081075882,27,1,11,3,0
7837,Laptops,Apple,1295.7333256764393,21,0,16,5,0
7838,Headphones,Samsung,2131.963240727431,64,0,17,5,1
7839,Smart Watches,Apple,1251.6499058755714,46,0,11,4,1
7840,Headphones,Other Brands,2733.2737581598326,34,1,12,5,1
7841,Smartphones,Sony,2643.8550986190385,32,0,19,2,0
7842,Laptops,Apple,1449.1795957356278,22,0,6,5,0
7843,Smartphones,Other Brands,797.0795100425757,59,0,15,2,0
7844,Tablets,Apple,1444.0122298830534,56,0,5,3,0
7845,Laptops,Sony,1415.001693911081,59,1,8,1,1
7846,Laptops,Samsung,1819.690754537209,34,0,17,1,0
7847,Headphones,HP,694.5149591215014,55,1,14,2,1
7848,Smart Watches,HP,957.2925567070771,40,0,6,1,0
7849,Tablets,Apple,387.09181920829747,43,0,7,3,0
7850,Tablets,Apple,1501.2778356947406,33,1,4,2,1
7851,Smartphones,Samsung,683.9038107925371,30,0,12,1,0
7852,Smartphones,HP,2931.0834021741525,21,0,13,5,0
7853,Headphones,Samsung,570.317658656539,41,0,16,4,1
7854,Laptops,Samsung,2865.4370226224423,52,1,12,5,1
7855,Tablets,Sony,2854.3091903365616,66,0,5,4,1
7856,Tablets,HP,1482.3260990448719,42,1,4,3,1
7857,Smart Watches,Other Brands,2722.7276960337285,34,1,17,3,1
7858,Laptops,Samsung,1235.1856963071812,53,0,10,5,1
7859,Tablets,Other Brands,2270.399226223405,53,0,15,2,0
7860,Smart Watches,Apple,2499.5062200601387,63,0,4,2,0
7861,Smartphones,Other Brands,2090.3624492690296,43,0,6,5,1
7862,Smart Watches,Sony,1840.5227369422612,65,0,4,3,0
7863,Laptops,Sony,2561.613554745391,65,1,12,2,1
7864,Smartphones,Samsung,1975.3079661449,45,0,13,2,0
7865,Headphones,HP,1191.6200341683486,55,0,18,3,0
7866,Laptops,HP,1432.6837877124797,31,0,5,1,0
7867,Smartphones,Sony,1426.383292651398,67,0,18,3,0
7868,Headphones,Samsung,125.13174074205395,62,1,6,3,1
7869,Laptops,Other Brands,1549.946977960848,51,0,17,1,0
7870,Laptops,HP,2862.362635299917,24,1,18,3,0
7871,Laptops,Samsung,2682.9674184446585,55,1,5,3,1
7872,Smart Watches,Samsung,392.65619865314596,69,0,1,1,0
7873,Smartphones,Apple,466.88285834347244,26,0,9,4,0
7874,Tablets,Samsung,2281.752827250174,52,1,2,5,1
7875,Tablets,HP,802.994542592872,39,0,3,3,0
